kpi,,kpi_1%Triton,,10umBM3_kpi,,10umBM3_kpi_triton1%,,20umBM3_kpi,,20umBM3_kpi_triton1%,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
655.9710083,-0.0004595950595,655.9710083,0.004396283999,655.9710083,0.01935427263,655.9710083,0.01423173212,655.9710083,0.03181024268,655.9710083,0.02596831881,
654.9505615,0.0007752514794,654.9505615,0.005752779078,654.9505615,0.01994066685,654.9505615,0.01462663617,654.9505615,0.033748772,654.9505615,0.02812109515,
653.9298706,7.248131624E-6,653.9298706,0.004033822101,653.9298706,0.01985532977,653.9298706,0.01370730065,653.9298706,0.03307134286,653.9298706,0.02630096674,
653.0547485,-0.0001479907514,653.0547485,0.005119182169,653.0547485,0.01924001612,653.0547485,0.01420701761,653.0547485,0.03243345767,653.0547485,0.02748172171,
652.0334473,0.0001981764071,652.0334473,0.00490814494,652.0334473,0.01995719969,652.0334473,0.01394858677,652.0334473,0.03400276974,652.0334473,0.02713119425,
651.0118408,0.00265600672,651.0118408,0.00510344049,651.0118408,0.02076880448,651.0118408,0.01682777517,651.0118408,0.03468067572,651.0118408,0.02846473828,
649.9899292,0.0001858233445,649.9899292,0.00506051397,649.9899292,0.01969529688,649.9899292,0.01506073028,649.9899292,0.03460360691,649.9899292,0.02834126167,
648.9677734,0.0001005268496,648.9677734,0.004773599561,648.9677734,0.0205029957,648.9677734,0.01450879872,648.9677734,0.03472166881,648.9677734,0.0281475801,
647.9452515,-0.0002580581931,647.9452515,0.005145035218,647.9452515,0.0204473678,647.9452515,0.01536900643,647.9452515,0.03565729409,647.9452515,0.02891510725,
647.0685425,-0.0006750471075,647.0685425,0.004514311906,647.0685425,0.020219611,647.0685425,0.0142474873,647.0685425,0.03581555933,647.0685425,0.02842784114,
646.0454712,-0.0006180275814,646.0454712,0.003738263855,646.0454712,0.02028757706,646.0454712,0.01433504652,646.0454712,0.03508999571,646.0454712,0.02730851807,
645.0220947,-0.0004876765888,645.0220947,0.004265112337,645.0220947,0.01960933208,645.0220947,0.01552391052,645.0220947,0.03501885757,645.0220947,0.02943250537,
643.9984131,-0.0001164194837,643.9984131,0.004510440864,643.9984131,0.02031500079,643.9984131,0.01620461419,643.9984131,0.03553818911,643.9984131,0.02867266349,
642.9744263,1.584250094E-5,642.9744263,0.005914655048,642.9744263,0.02053871006,642.9744263,0.01609556191,642.9744263,0.03506504744,642.9744263,0.02876840718,
641.9501343,0.001263985643,641.9501343,0.005734679755,641.9501343,0.02021142095,641.9501343,0.01648901962,641.9501343,0.0368642211,641.9501343,0.02940225601,
641.0718994,-3.390929487E-5,641.0718994,0.00430328073,641.0718994,0.01961900108,641.0718994,0.01641408913,641.0718994,0.03562626988,641.0718994,0.02920718677,
640.0470581,-0.0003986679658,640.0470581,0.004639409948,640.0470581,0.019608628,640.0470581,0.01625349373,640.0470581,0.03481311724,640.0470581,0.02908914723,
639.0219116,7.054499292E-5,639.0219116,0.004794904031,639.0219116,0.02048052661,639.0219116,0.01608500443,639.0219116,0.03618538007,639.0219116,0.03029389307,
