,SrcWell,Destination Well,Volume
370,O6,J23,5.0
371,P13,J24,1995.0
372,O6,K23,47.5
373,P13,K24,1952.5
374,O6,L23,157.5
375,P13,L24,1842.5
376,O6,M23,372.5
377,P13,M24,1627.5
378,O6,N23,730.0
379,P14,N24,1270.0
380,O6,O23,1260.0
381,P14,O24,740.0
382,O6,P23,2000.0
