baseline,,sample_5_in_1000,,target5um,,target10um,,target20um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
632.0601196,0.0006253891042,632.0601196,0.008951614611,632.0601196,0.0131757101,632.0601196,0.02012199163,632.0601196,0.04180232808,
631.0321045,-0.0008452855982,631.0321045,0.00868226774,631.0321045,0.01214642078,631.0321045,0.01852050237,631.0321045,0.04046698287,
630.0038452,0.001913220505,630.0038452,0.009254286997,630.0038452,0.01247517113,630.0038452,0.01941216923,630.0038452,0.04049477354,
628.9752808,0.0001514593168,628.9752808,0.008773043752,628.9752808,0.01299691573,628.9752808,0.01978298649,628.9752808,0.04088418558,
627.9464111,-0.0008087524911,627.9464111,0.009011973627,627.9464111,0.01192377321,627.9464111,0.01891986839,627.9464111,0.04110087827,
627.06427,-0.0002580581931,627.06427,0.009385095909,627.06427,0.01269141119,627.06427,0.0193124041,627.06427,0.0404265523,
626.0348511,-6.626757113E-6,626.0348511,0.008782421239,626.0348511,0.01313571353,626.0348511,0.01973528042,626.0348511,0.04065415636,
625.005127,1.141586199E-5,625.005127,0.00900861714,625.005127,0.0122011546,625.005127,0.0193708092,625.005127,0.04114447162,
623.9750977,-2.697234049E-5,623.9750977,0.008711846545,623.9750977,0.01301929448,623.9750977,0.01947998255,623.9750977,0.0414425917,
622.9448242,6.306279829E-5,622.9448242,0.008496786468,622.9448242,0.01281600818,622.9448242,0.01950166933,622.9448242,0.04249683768,
622.0614624,-0.0001544082334,622.0614624,0.009418161586,622.0614624,0.01308814436,622.0614624,0.01922475547,622.0614624,0.04178369045,
621.0306396,-0.000539128785,621.0306396,0.009095893241,621.0306396,0.0127411494,621.0306396,0.02007815056,621.0306396,0.04218407348,
619.9994507,8.688199887E-5,619.9994507,0.009452367201,619.9994507,0.012948188,619.9994507,0.02022942901,619.9994507,0.04200981185,
618.9680176,-0.0009533684351,618.9680176,0.009488295764,618.9680176,0.01335476525,618.9680176,0.02014997229,618.9680176,0.04311900958,
617.9362793,-0.0002367920388,617.9362793,0.009020061232,617.9362793,0.01300758403,617.9362793,0.02068145946,617.9362793,0.04341224954,
617.0517578,9.092103573E-5,617.0517578,0.009418479167,617.0517578,0.0135742221,617.0517578,0.02106893249,617.0517578,0.04429553822,
616.0194702,0.0001965448464,616.0194702,0.009506287053,616.0194702,0.01352542918,616.0194702,0.02104401588,616.0194702,0.04466315731,
614.9868774,-1.75503319E-5,614.9868774,0.01007186901,614.9868774,0.013098469,614.9868774,0.02179409936,614.9868774,0.04533139616,
613.9540405,0.0003893700195,613.9540405,0.01020472683,613.9540405,0.01449506823,613.9540405,0.0227396246,613.9540405,0.04614628106,
613.0685425,0.0001045401223,613.0685425,0.01105784997,613.0685425,0.01534173265,613.0685425,0.02305673249,613.0685425,0.04806736857,
612.0351563,-0.0004195124202,612.0351563,0.01087206788,612.0351563,0.01425165962,612.0351563,0.0228597708,612.0351563,0.04802599549,
611.0014648,-0.0007293715025,611.0014648,0.01101273764,611.0014648,0.01443589665,611.0014648,0.02347971871,611.0014648,0.04920747504,
609.9674683,0.0003433836682,609.9674683,0.01129535586,609.9674683,0.01534580905,609.9674683,0.02420159057,609.9674683,0.05060965195,
608.9332275,-3.484111585E-5,608.9332275,0.011021154,608.9332275,0.0147114601,608.9332275,0.02424456365,608.9332275,0.05192093551,
608.0465088,-0.0001399169996,608.0465088,0.0120825367,608.0465088,0.0154625047,608.0465088,0.02533386089,608.0465088,0.05336393416,
607.0117188,-0.0005739267217,607.0117188,0.01222660765,607.0117188,0.01564409025,607.0117188,0.02584409527,607.0117188,0.05410240963,
605.9766235,-0.0002850662568,605.9766235,0.01268664002,605.9766235,0.01600649208,605.9766235,0.02619644441,605.9766235,0.05493787304,
604.9412842,-0.0001058089474,604.9412842,0.01342118625,604.9412842,0.01707906649,604.9412842,0.02773417905,604.9412842,0.05753313377,
604.0535889,0.0003811568895,604.0535889,0.01364705991,604.0535889,0.01722612418,604.0535889,0.02916906402,604.0535889,0.05873715505,
603.0177002,-8.17919572E-5,603.0177002,0.01382951718,603.0177002,0.01788109913,603.0177002,0.02888738364,603.0177002,0.06027430296,
601.9815674,-0.0004234949884,601.9815674,0.01415967848,601.9815674,0.01781984605,601.9815674,0.02986225113,601.9815674,0.06195633858,
