,SrcID,DestID,Volume
107,E2,L4,197.5
108,F2,D4,7.5
109,E2,D4,192.5
110,F2,M4,7.5
111,E2,M4,192.5
112,F2,E4,22.5
113,E2,E4,177.5
114,F2,N4,22.5
115,E2,N4,177.5
116,F2,F4,52.5
117,E2,F4,147.5
118,F2,O4,52.5
119,E2,O4,147.5
120,F2,G4,107.5
121,E3,G4,92.5
122,F2,P4,107.5
123,E3,P4,92.5
124,F2,H4,200.0
126,F2,B7,200.0
129,E3,A5,200.0
131,E3,J5,200.0
133,E3,O5,200.0
135,E3,K5,200.0
136,F2,C5,2.5
137,E3,C5,197.5
138,F2,L5,2.5
139,E3,L5,197.5
140,F2,D5,7.5
141,E3,D5,192.5
142,F2,M5,7.5
143,E3,M5,192.5
144,F2,E5,22.5
145,E3,E5,177.5
146,F2,N5,22.5
147,E3,N5,177.5
148,F2,F5,52.5
149,E3,F5,147.5
150,F2,O5,52.5
151,E3,O5,147.5
152,F2,G5,107.5
153,E3,G5,92.5
154,F2,P5,107.5
155,E3,P5,92.5
156,F2,H5,200.0
158,F2,B7,200.0
161,E3,A6,200.0
163,E3,J6,200.0
164,F2,P6,10.0
165,E3,P6,190.0
166,F2,K6,10.0
167,E3,K6,190.0
168,F2,C6,30.0
169,E3,C6,170.0
170,F2,L6,30.0
171,E3,L6,170.0
172,F2,D6,55.0
173,E3,D6,145.0
174,F2,M6,55.0
175,E3,M6,145.0
176,F2,E6,85.0
177,E3,E6,115.0
178,F2,N6,85.0
179,E3,N6,115.0
180,F2,F6,120.0
181,E3,F6,80.0
182,F2,O6,120.0
183,E3,O6,80.0
184,F2,G6,157.5
185,E3,G6,42.5
186,F2,P6,157.5
187,E3,P6,42.5
188,F2,H6,200.0
190,F2,B7,200.0
193,E3,A7,1000.0
195,E3,J7,1000.0
196,F2,B7,142.5
197,E3,B7,857.5
198,F2,K7,142.5
199,E3,K7,857.5
200,F2,C7,285.0
201,E3,C7,715.0
202,F2,L7,285.0
203,E3,L7,715.0
204,F2,D7,427.5
205,E4,D7,572.5
206,F2,M7,427.5
207,E4,M7,572.5
208,F2,E7,572.5
209,E4,E7,427.5
210,F2,N7,572.5
211,E4,N7,427.5
212,F2,F7,715.0
213,E4,F7,285.0
214,F2,O7,715.0
215,E4,O7,285.0
216,F3,G7,857.5
217,E4,G7,142.5
218,F3,P7,857.5
219,E4,P7,142.5
220,F3,H7,1000.0
222,F3,B7,1000.0
225,E4,A8,637.5
227,E4,J8,637.5
228,F3,B8,5.0
229,E4,B8,632.5
230,F3,K8,5.0
231,E4,K8,632.5
232,F3,C8,22.5
233,E4,C8,615.0
234,F3,L8,22.5
235,E4,L8,615.0
236,F3,D8,67.5
237,E4,D8,570.0
238,F3,M8,67.5
239,E4,M8,570.0
240,F3,E8,145.0
241,E4,E8,492.5
242,F3,N8,145.0
243,E4,N8,492.5
244,F3,F8,262.5
245,E4,F8,375.0
246,F3,O8,262.5
247,E4,O8,375.0
248,F3,G8,425.0
249,E5,G8,212.5
250,F3,P8,425.0
251,E5,P8,212.5
252,F3,H8,637.5
254,F3,B7,637.5
257,E5,A9,1450.0
259,E5,J9,1450.0
260,F3,B9,7.5
261,E5,B9,1442.5
262,F3,K9,7.5
263,E5,K9,1442.5
264,F3,C9,52.5
265,E5,C9,1397.5
266,F3,L9,52.5
267,E5,L9,1397.5
268,F3,D9,155.0
269,E5,D9,1295.0
270,F3,M9,155.0
271,E6,M9,1295.0
272,F3,E9,332.5
273,E6,E9,1117.5
274,F3,N9,332.5
275,E6,N9,1117.5
276,F3,F9,597.5
277,E6,F9,852.5
278,F3,O9,597.5
279,E6,O9,852.5
280,F3,G9,965.0
281,E6,G9,485.0
282,F4,P9,965.0
283,E6,P9,485.0
284,F4,H9,1450.0
286,F4,B7,1450.0
289,E6,A10,1450.0
291,E6,J10,1450.0
292,F4,B10,7.5
293,E6,B10,1442.5
294,F4,K10,7.5
295,E7,K10,1442.5
296,F4,C10,52.5
297,E7,C10,1397.5
298,F4,L10,52.5
299,E7,L10,1397.5
300,F4,D10,155.0
301,E7,D10,1295.0
302,F4,M10,155.0
303,E7,M10,1295.0
304,F4,E10,332.5
305,E7,E10,1117.5
306,F4,N10,332.5
307,E7,N10,1117.5
308,F4,F10,597.5
309,E7,F10,852.5
310,F4,O10,597.5
311,E8,O10,852.5
312,F4,G10,965.0
313,E8,G10,485.0
314,F4,P10,965.0
315,E8,P10,485.0
316,F4,H10,1450.0
318,F5,B7,1450.0
321,E8,A11,817.5
323,E8,J11,817.5
324,F5,B11,117.5
325,E8,B11,700.0
326,F5,K11,117.5
327,E8,K11,700.0
328,F5,C11,232.5
329,E8,C11,585.0
330,F5,L11,232.5
331,E8,L11,585.0
332,F5,D11,350.0
333,E8,D11,467.5
334,F5,M11,350.0
335,E8,M11,467.5
336,F5,E11,467.5
337,E8,E11,350.0
338,F5,N11,467.5
339,E8,N11,350.0
340,F5,F11,585.0
341,E8,F11,232.5
342,F5,O11,585.0
343,E8,O11,232.5
344,F5,G11,700.0
345,E8,G11,117.5
346,F5,P11,700.0
347,E8,P11,117.5
348,F5,H11,817.5
350,F5,B7,817.5
353,E8,A12,817.5
355,E8,J12,817.5
356,F5,B12,117.5
357,E9,B12,700.0
358,F5,K12,117.5
359,E9,K12,700.0
360,F5,C12,232.5
361,E9,C12,585.0
362,F5,L12,232.5
363,E9,L12,585.0
364,F5,D12,350.0
365,E9,D12,467.5
366,F5,M12,350.0
367,E9,M12,467.5
368,F5,E12,467.5
369,E9,E12,350.0
370,F6,N12,467.5
371,E9,N12,350.0
372,F6,F12,585.0
373,E9,F12,232.5
374,F6,O12,585.0
375,E9,O12,232.5
376,F6,G12,700.0
377,E9,G12,117.5
378,F6,P12,700.0
379,E9,P12,117.5
380,F6,H12,817.5
382,F6,B7,817.5
385,E9,A13,2000.0
387,E9,J13,2000.0
388,F6,B13,285.0
389,E9,B13,1715.0
390,F6,K13,285.0
391,E10,K13,1715.0
392,F6,C13,572.5
393,E10,C13,1427.5
394,F6,L13,572.5
395,E10,L13,1427.5
396,F6,D13,857.5
397,E10,D13,1142.5
398,F6,M13,857.5
399,E10,M13,1142.5
400,F6,E13,1142.5
401,E10,E13,857.5
402,F6,N13,1142.5
403,E10,N13,857.5
404,F7,F13,1427.5
405,E10,F13,572.5
406,F7,O13,1427.5
407,E10,O13,572.5
408,F7,G13,1715.0
409,E11,G13,285.0
410,F7,P13,1715.0
411,E11,P13,285.0
412,F7,H13,2000.0
414,F7,B7,2000.0
417,E11,A14,400.0
419,E11,J14,400.0
420,F8,B14,57.5
421,E11,B14,342.5
422,F8,K14,57.5
423,E11,K14,342.5
424,F8,C14,115.0
425,E11,C14,285.0
426,F8,L14,115.0
427,E11,L14,285.0
428,F8,D14,172.5
429,E11,D14,227.5
430,F8,M14,172.5
431,E11,M14,227.5
432,F8,E14,227.5
433,E11,E14,172.5
434,F8,N14,227.5
435,E11,N14,172.5
436,F8,F14,285.0
437,E11,F14,115.0
438,F8,O14,285.0
439,E11,O14,115.0
440,F8,G14,342.5
441,E11,G14,57.5
442,F8,P14,342.5
443,E11,P14,57.5
444,F8,H14,400.0
446,F8,B7,400.0
449,E11,A15,2000.0
451,E11,J15,2000.0
453,E11,B15,2000.0
455,E12,K15,2000.0
456,F8,C15,12.5
457,E12,C15,1987.5
458,F8,L15,12.5
459,E12,L15,1987.5
460,F8,D15,67.5
461,E12,D15,1932.5
462,F8,M15,67.5
463,E12,M15,1932.5
464,F8,E15,212.5
465,E13,E15,1787.5
466,F8,N15,212.5
467,E13,N15,1787.5
468,F8,F15,520.0
469,E13,F15,1480.0
470,F8,O15,520.0
471,E13,O15,1480.0
472,F8,G15,1080.0
473,E13,G15,920.0
474,F8,P15,1080.0
475,E13,P15,920.0
476,F8,H15,2000.0
478,F8,B7,2000.0
481,E13,A16,2000.0
483,E14,J16,2000.0
484,F9,B16,285.0
485,E14,B16,1715.0
486,F9,K16,285.0
487,E14,K16,1715.0
488,F9,C16,572.5
489,E14,C16,1427.5
490,F9,L16,572.5
491,E14,L16,1427.5
492,F9,D16,857.5
493,E14,D16,1142.5
494,F9,M16,857.5
495,E14,M16,1142.5
496,F9,E16,1142.5
497,E15,E16,857.5
498,F9,N16,1142.5
499,E15,N16,857.5
500,F9,F16,1427.5
501,E15,F16,572.5
502,F9,O16,1427.5
503,E15,O16,572.5
504,F9,G16,1715.0
505,E15,G16,285.0
506,F10,P16,1715.0
507,E15,P16,285.0
508,F10,H16,2000.0
510,F10,B7,2000.0
513,E15,A17,400.0
515,E15,J17,400.0
516,F10,B17,57.5
517,E15,B17,342.5
518,F10,K17,57.5
519,E15,K17,342.5
520,F10,C17,115.0
521,E15,C17,285.0
522,F10,L17,115.0
523,E15,L17,285.0
524,F10,D17,172.5
525,E15,D17,227.5
526,F10,M17,172.5
527,E15,M17,227.5
528,F10,E17,227.5
529,E15,E17,172.5
530,F10,N17,227.5
531,E15,N17,172.5
532,F10,F17,285.0
533,E15,F17,115.0
534,F10,O17,285.0
535,E15,O17,115.0
536,F10,G17,342.5
537,E15,G17,57.5
538,F10,P17,342.5
539,E15,P17,57.5
540,F10,H17,400.0
542,F10,B7,400.0
545,E15,A18,400.0
547,E15,J18,400.0
549,E15,B18,400.0
551,E15,K18,400.0
552,F10,C18,2.5
553,E15,C18,397.5
554,F10,L18,2.5
555,E15,L18,397.5
556,F10,D18,12.5
557,E15,D18,387.5
558,F10,M18,12.5
559,E15,M18,387.5
560,F10,E18,42.5
561,E16,E18,357.5
562,F10,N18,42.5
563,E16,N18,357.5
564,F10,F18,105.0
565,E16,F18,295.0
566,F10,O18,105.0
567,E16,O18,295.0
568,F10,G18,215.0
569,E16,G18,185.0
570,F10,P18,215.0
571,E16,P18,185.0
572,F11,H18,400.0
574,F11,B7,400.0
577,E16,A19,400.0
579,E16,J19,400.0
581,E16,B19,400.0
583,E16,K19,400.0
584,F11,C19,2.5
585,E16,C19,397.5
586,F11,L19,2.5
587,E16,L19,397.5
588,F11,D19,12.5
589,E16,D19,387.5
590,F11,M19,12.5
591,E16,M19,387.5
592,F11,E19,42.5
593,E16,E19,357.5
594,F11,N19,42.5
595,E16,N19,357.5
596,F11,F19,105.0
597,E16,F19,295.0
598,F11,O19,105.0
599,E16,O19,295.0
600,F11,G19,215.0
601,E16,G19,185.0
602,F11,P19,215.0
603,E16,P19,185.0
604,F11,H19,400.0
606,F11,B7,400.0
609,E16,A20,2000.0
611,E16,J20,2000.0
613,E17,B20,2000.0
615,E17,K20,2000.0
616,F11,C20,12.5
617,E17,C20,1987.5
618,F11,L20,12.5
619,E17,L20,1987.5
620,F11,D20,67.5
621,E17,D20,1932.5
622,F11,M20,67.5
623,E18,M20,1932.5
624,F11,E20,212.5
625,E18,E20,1787.5
626,F11,N20,212.5
627,E18,N20,1787.5
628,F11,F20,520.0
629,E18,F20,1480.0
630,F11,O20,520.0
631,E18,O20,1480.0
632,F11,G20,1080.0
633,E18,G20,920.0
634,F11,P20,1080.0
635,E18,P20,920.0
636,F11,H20,2000.0
637,F11,B7,2000.0
