baseline,,b0,,p0,,b1,,p1,,b2,,p2,,b3,,p3,,b4,,p4,,b5,,p5,,b6,,p6,,b7,,b7,,p7,,b8,,p8,,b9,,p9,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
685.9959106,-0.0002714589646,685.9959106,0.0004518156638,685.9959106,0.02814683504,685.9959106,0.0001120489251,685.9959106,0.03208429366,685.9959106,0.000234357125,685.9959106,0.03159262612,685.9959106,0.0007036066963,685.9959106,0.0227579549,685.9959106,0.0006658831262,685.9959106,0.02167998813,685.9959106,0.001818719902,685.9959106,0.03198591992,685.9959106,0.0007929116837,685.9959106,0.0281010177,685.9959106,0.03063856624,685.9959106,0.00181349495,685.9959106,0.02527377009,685.9959106,0.001372128376,685.9959106,0.02337964252,685.9959106,-0.0001185933143,685.9959106,0.02854224667,
684.9912109,-0.0003082442272,684.9912109,0.000567817362,684.9912109,0.02857365087,684.9912109,0.0001166319489,684.9912109,0.03272986785,684.9912109,0.0008562193834,684.9912109,0.03223074973,684.9912109,0.001109386911,684.9912109,0.02286342718,684.9912109,0.000956166361,684.9912109,0.02167726681,684.9912109,0.001322532538,684.9912109,0.03241929039,684.9912109,0.001313237241,684.9912109,0.02852469124,684.9912109,0.03133143112,684.9912109,0.002195675159,684.9912109,0.02532867528,684.9912109,0.0002938533726,684.9912109,0.02445173636,684.9912109,0.00125513284,684.9912109,0.0302450452,
683.986145,0.0005155401886,683.986145,0.0001018214462,683.986145,0.02842311561,683.986145,0.0007486458635,683.986145,0.03376088664,683.986145,0.000645713415,683.986145,0.03186392039,683.986145,0.001315262518,683.986145,0.02350767329,683.986145,0.001439390471,683.986145,0.02320629172,683.986145,0.002608685987,683.986145,0.0321434103,683.986145,0.0005557388649,683.986145,0.02875966765,683.986145,0.0309063457,683.986145,0.003264760599,683.986145,0.02479465306,683.986145,0.001478038379,683.986145,0.02367146686,683.986145,0.0008031813777,683.986145,0.0294840876,
683.0166626,0.0001071552397,683.0166626,-8.189547952E-005,683.0166626,0.0281094946,683.0166626,0.0006335549988,683.0166626,0.0325862281,683.0166626,0.0001897338079,683.0166626,0.0323815532,683.0166626,0.001155428588,683.0166626,0.02247552201,683.0166626,0.0001616879599,683.0166626,0.0225327462,683.0166626,0.001472843578,683.0166626,0.03209042549,683.0166626,0.0009519636515,683.0166626,0.02882245742,683.0166626,0.03005048446,683.0166626,0.002027064562,683.0166626,0.02562873065,683.0166626,0.0006624868838,683.0166626,0.02278834395,683.0166626,-5.4408898E-005,683.0166626,0.02863149159,
682.0109863,0.0006472688983,682.0109863,0.001134768943,682.0109863,0.02916970104,682.0109863,0.000510149519,682.0109863,0.0328223519,682.0109863,0.0003210010764,682.0109863,0.03257551417,682.0109863,0.001383658266,682.0109863,0.02286086231,682.0109863,0.0008035963401,682.0109863,0.02326839231,682.0109863,0.002120231977,682.0109863,0.03287766129,682.0109863,0.001619257149,682.0109863,0.02904721536,682.0109863,0.0309921857,682.0109863,0.001719119959,682.0109863,0.02516861632,682.0109863,0.001249084016,682.0109863,0.02430434711,682.0109863,0.0007590960013,682.0109863,0.03008660488,
681.005127,7.870047557E-005,681.005127,-0.0001046184843,681.005127,0.02841775306,681.005127,7.134758926E-005,681.005127,0.03203164786,681.005127,2.847549877E-005,681.005127,0.03276861459,681.005127,0.0006609314005,681.005127,0.02349357307,681.005127,-0.0001313255489,681.005127,0.02235586382,681.005127,0.00155222707,681.005127,0.03239772841,681.005127,0.0009667252889,681.005127,0.02855233662,681.005127,0.02988387831,681.005127,0.00187255803,681.005127,0.02507429384,681.005127,0.0003369848127,681.005127,0.02355172485,681.005127,0.0004330291995,681.005127,0.02949073538,
679.9987793,0.0001462026703,679.9987793,0.0004198662064,679.9987793,0.02914957516,679.9987793,0.0007390516112,679.9987793,0.03314006701,679.9987793,0.000320975174,679.9987793,0.03325571865,679.9987793,0.001395162544,679.9987793,0.02331657149,679.9987793,0.0002320261265,679.9987793,0.02410203218,679.9987793,0.00191688654,679.9987793,0.03264094889,679.9987793,0.001038776827,679.9987793,0.02898688428,679.9987793,0.03052632883,679.9987793,0.002261607675,679.9987793,0.02601449005,679.9987793,0.000710788765,679.9987793,0.02418306097,679.9987793,9.95429582E-005,679.9987793,0.02984450385,
678.9921875,-0.0007975904155,678.9921875,-0.0005177729763,678.9921875,0.02839406952,678.9921875,0.0001354824053,678.9921875,0.0324085243,678.9921875,6.350292097E-005,678.9921875,0.03277489543,678.9921875,-0.0001587555162,678.9921875,0.02300265804,678.9921875,-0.0007905623061,678.9921875,0.02222852781,678.9921875,0.0006400360144,678.9921875,0.03211776912,678.9921875,-3.245978951E-005,678.9921875,0.02926417068,678.9921875,0.0295068603,678.9921875,0.001766915782,678.9921875,0.02420139872,678.9921875,-0.0001281683944,678.9921875,0.023697,678.9921875,-0.0007385196513,678.9921875,0.03014475666,
677.9852295,-0.001095922315,677.9852295,-0.0004144436389,677.9852295,0.02934824675,677.9852295,-0.0004765579652,677.9852295,0.03387418389,677.9852295,-0.0007037866162,677.9852295,0.03346130997,677.9852295,0.0006312218611,677.9852295,0.02320935018,677.9852295,0.0002169009094,677.9852295,0.02249542251,677.9852295,0.001187120681,677.9852295,0.03228916228,677.9852295,0.0005521879648,677.9852295,0.02847322263,677.9852295,0.03020821884,677.9852295,0.0009040499572,677.9852295,0.02535076439,677.9852295,0.0002147254127,677.9852295,0.02356014214,677.9852295,0.0001008375548,677.9852295,0.03047331795,
677.0139771,0.0008479715325,677.0139771,0.0002838029177,677.0139771,0.02977269702,677.0139771,0.0006901502493,677.0139771,0.03401013464,677.0139771,-0.0001735048718,677.0139771,0.03422350436,677.0139771,0.0006609832053,677.0139771,0.02399114333,677.0139771,0.0006260890514,677.0139771,0.02300841734,677.0139771,0.002407012042,677.0139771,0.03353328258,677.0139771,0.001273202011,677.0139771,0.02921851166,677.0139771,0.03014986217,677.0139771,0.001745109446,677.0139771,0.02601773292,677.0139771,0.0005969522172,677.0139771,0.0240781717,677.0139771,0.0001130069504,677.0139771,0.03145687282,
676.0063477,4.017688116E-005,676.0063477,0.0002705408551,676.0063477,0.02956016921,676.0063477,-0.0003020877193,676.0063477,0.03416169435,676.0063477,0.0008683840861,676.0063477,0.03481404483,676.0063477,0.0005487925955,676.0063477,0.02340108901,676.0063477,0.0004728315398,676.0063477,0.02338879555,676.0063477,0.001430456177,676.0063477,0.03315135464,676.0063477,0.0008411502349,676.0063477,0.02995748073,676.0063477,0.03000768274,676.0063477,0.002040770603,676.0063477,0.02614808269,676.0063477,0.0004221723066,676.0063477,0.02384144813,676.0063477,0.0008131401264,676.0063477,0.03068156913,
674.9985352,0.000339394086,674.9985352,0.0003598604526,674.9985352,0.03018576838,674.9985352,0.0004722355225,674.9985352,0.03541721031,674.9985352,0.0006292517064,674.9985352,0.03565352783,674.9985352,0.001711297431,674.9985352,0.02403450571,674.9985352,0.0005869725137,674.9985352,0.02400714718,674.9985352,0.001633677748,674.9985352,0.03461153805,674.9985352,0.0007268128102,674.9985352,0.03114386648,674.9985352,0.03028204106,674.9985352,0.001791426446,674.9985352,0.02633369528,674.9985352,0.0009313914925,674.9985352,0.02502142265,674.9985352,0.0003377620014,674.9985352,0.03135444224,
673.9902954,0.000148999301,673.9902954,0.0007465714007,673.9902954,0.03080771118,673.9902954,0.0009795936057,673.9902954,0.03486573696,673.9902954,0.001164175454,673.9902954,0.03635889664,673.9902954,0.0008564009913,673.9902954,0.02488088422,673.9902954,0.000762467098,673.9902954,0.02443801798,673.9902954,0.001479544793,673.9902954,0.0346763283,673.9902954,0.001429806929,673.9902954,0.03172697127,673.9902954,0.02993104979,673.9902954,0.002822047798,673.9902954,0.02631768771,673.9902954,0.0011745058,673.9902954,0.02462396957,673.9902954,0.000335404533,673.9902954,0.03240612522,
673.0177612,0.0003952255356,673.0177612,-0.000122061072,673.0177612,0.03005503304,673.0177612,-0.0006098591839,673.0177612,0.03552723303,673.0177612,0.0009031679947,673.0177612,0.0350841023,673.0177612,-0.0002977935947,673.0177612,0.02371408604,673.0177612,-6.046541239E-005,673.0177612,0.02418339066,673.0177612,0.0009526640642,673.0177612,0.03409661725,673.0177612,0.0004722873273,673.0177612,0.03050888889,673.0177612,0.02964640968,673.0177612,0.001593041467,673.0177612,0.02605360001,673.0177612,9.514135309E-005,673.0177612,0.02456468903,673.0177612,0.0001409978722,673.0177612,0.03102994151,
672.0089722,-6.315716746E-005,672.0089722,-2.474628127E-005,672.0089722,0.03099752404,672.0089722,0.000421965,672.0089722,0.03630840406,672.0089722,0.0005973929074,672.0089722,0.03709661961,672.0089722,0.0008471155888,672.0089722,0.02458430268,672.0089722,0.0005305721425,672.0089722,0.02457630262,672.0089722,0.001502870349,672.0089722,0.03422667086,672.0089722,0.0009652724839,672.0089722,0.03089558892,672.0089722,0.03142356128,672.0089722,0.002347121481,672.0089722,0.02657962404,672.0089722,0.0007420335896,672.0089722,0.0256698411,672.0089722,0.0001239079138,672.0089722,0.03242910653,
670.9998169,0.0009001590079,670.9998169,0.001396019477,670.9998169,0.03103530779,670.9998169,-8.645052731E-005,670.9998169,0.03666765988,670.9998169,0.0001583992416,670.9998169,0.03838599473,670.9998169,0.001021443983,670.9998169,0.02513515204,670.9998169,0.0002056609374,670.9998169,0.02459841035,670.9998169,0.001899128663,670.9998169,0.03372487798,670.9998169,0.0009079150041,670.9998169,0.03075124882,670.9998169,0.02984785847,670.9998169,0.002525828546,670.9998169,0.0271404814,670.9998169,0.001242438215,670.9998169,0.02576964907,670.9998169,0.0009397707181,670.9998169,0.03270684183,
669.9903564,-0.0004456829338,669.9903564,6.930226664E-005,669.9903564,0.03190041333,669.9903564,5.638329822E-005,669.9903564,0.03651981056,669.9903564,0.0004133885086,669.9903564,0.03851072118,669.9903564,0.001449026167,669.9903564,0.02533427253,669.9903564,3.422259761E-005,669.9903564,0.02483603917,669.9903564,0.001336683636,669.9903564,0.03476572037,669.9903564,0.001048922539,669.9903564,0.0310524907,669.9903564,0.03044327348,669.9903564,0.002588503994,669.9903564,0.02689244412,669.9903564,0.0002850462624,669.9903564,0.02523999661,669.9903564,0.0004264476593,669.9903564,0.03246796504,
669.0166016,-0.0001749021467,669.0166016,0.0004828085948,669.0166016,0.031753622,669.0166016,0.0004423834616,669.0166016,0.03625741228,669.0166016,-0.0003932885884,669.0166016,0.03883763403,669.0166016,0.0003384614538,669.0166016,0.02498040162,669.0166016,-0.0004706106847,669.0166016,0.02412800118,669.0166016,0.0009747938602,669.0166016,0.03443017229,669.0166016,0.0005475225626,669.0166016,0.03014997393,669.0166016,0.03003339656,669.0166016,0.001304798876,669.0166016,0.02766076103,669.0166016,0.0007560620434,669.0166016,0.02558512799,669.0166016,0.0001644847071,669.0166016,0.03249460459,
668.0065308,0.0002670440881,668.0065308,0.0002040811523,668.0065308,0.03185600787,668.0065308,-0.0006978941383,668.0065308,0.03703025728,668.0065308,-0.0002179569274,668.0065308,0.04020696133,668.0065308,-0.0007254951051,668.0065308,0.02389753982,668.0065308,-5.937835158E-005,668.0065308,0.02554353327,668.0065308,0.00130908296,668.0065308,0.03522899374,668.0065308,0.0002003777336,668.0065308,0.03081657737,668.0065308,0.03046843037,668.0065308,0.001371479244,668.0065308,0.02704283595,668.0065308,6.005959949E-005,668.0065308,0.02551566809,668.0065308,-0.0003359216789,668.0065308,0.03223576769,
666.9961548,-0.0009699505172,666.9961548,-0.0001318948634,666.9961548,0.03243596852,666.9961548,-0.0004693694937,666.9961548,0.03659505025,666.9961548,-0.0004096851335,666.9961548,0.04000047967,666.9961548,0.0006240411312,666.9961548,0.0238943398,666.9961548,0.0003184882808,666.9961548,0.02513699047,666.9961548,7.722470764E-005,666.9961548,0.03508317471,666.9961548,-0.0003077268775,666.9961548,0.03124800138,666.9961548,0.03001625463,666.9961548,0.001675851061,666.9961548,0.02673929557,666.9961548,0.0002805650875,666.9961548,0.02521744557,666.9961548,0.0001947061246,666.9961548,0.0313452594,
665.9854126,0.0002616565034,665.9854126,0.0006045732298,665.9854126,0.03337573633,665.9854126,6.176831084E-005,665.9854126,0.03909230605,665.9854126,0.001572075184,665.9854126,0.0415754877,665.9854126,0.001935581327,665.9854126,0.0259065181,665.9854126,-0.0002259774774,665.9854126,0.02565575205,665.9854126,0.001548538101,665.9854126,0.03613575175,665.9854126,0.002048286842,665.9854126,0.032250043,665.9854126,0.03153739497,665.9854126,0.002642125124,665.9854126,0.02768581174,665.9854126,0.0009429356433,665.9854126,0.02713108435,665.9854126,0.0006995878648,665.9854126,0.03408648074,
665.010498,-0.001703987713,665.010498,-0.0002087977919,665.010498,0.0326150246,665.010498,-0.0001279096177,665.010498,0.03898378089,665.010498,-0.0003320935066,665.010498,0.04067149758,665.010498,0.0008001989918,665.010498,0.02518787235,665.010498,-0.0005395424669,665.010498,0.02495723404,665.010498,0.0005139592686,665.010498,0.03613226488,665.010498,0.0005823327228,665.010498,0.03182976693,665.010498,0.0298061315,665.010498,0.002045191824,665.010498,0.02701713331,665.010498,-7.511458534E-005,665.010498,0.02643858083,665.010498,-0.0002172324748,665.010498,0.03269894421,
663.9991455,-0.0004450105771,663.9991455,3.650075087E-005,663.9991455,0.03386503458,663.9991455,0.0007281611324,663.9991455,0.03945441172,663.9991455,4.931557123E-005,663.9991455,0.04281976819,663.9991455,0.001213441719,663.9991455,0.02501563542,663.9991455,0.0007928598206,663.9991455,0.02652866021,663.9991455,0.001295997296,663.9991455,0.03605457023,663.9991455,0.0007218343671,663.9991455,0.03253723308,663.9991455,0.03102446347,663.9991455,0.002557516564,663.9991455,0.02732809074,663.9991455,0.0004725723993,663.9991455,0.02620914765,663.9991455,-5.663480624E-005,663.9991455,0.03383310512,
662.9876099,-0.0004790402891,662.9876099,-0.0004332185199,662.9876099,0.03463466838,662.9876099,0.000915100507,662.9876099,0.04071189463,662.9876099,0.0006026808987,662.9876099,0.04387911409,662.9876099,0.0007524576504,662.9876099,0.02589747868,662.9876099,0.0003192913427,662.9876099,0.0259875562,662.9876099,0.002020172775,662.9876099,0.03635365888,662.9876099,0.001290570945,662.9876099,0.03382879496,662.9876099,0.03040559776,662.9876099,0.002118619159,662.9876099,0.02817100286,662.9876099,0.0004418393073,662.9876099,0.02677530609,662.9876099,-7.744391041E-005,662.9876099,0.03473268822,
662.0117188,-0.0003857883858,662.0117188,-0.0002953619696,662.0117188,0.03459429741,662.0117188,3.277287396E-005,662.0117188,0.04012276977,662.0117188,0.0002136894618,662.0117188,0.04465363175,662.0117188,0.001181877451,662.0117188,0.02605266683,662.0117188,0.0002511923958,662.0117188,0.02624261193,662.0117188,0.001401057583,662.0117188,0.03661071137,662.0117188,0.0008453259943,662.0117188,0.03289416432,662.0117188,0.03060678951,662.0117188,0.0008668277878,662.0117188,0.02877078578,662.0117188,0.0002221584145,662.0117188,0.02664837427,662.0117188,-6.688418944E-005,662.0117188,0.0347173214,
660.9994507,0.0004152799957,660.9994507,0.0005837064818,660.9994507,0.03543748707,660.9994507,0.0001132917751,660.9994507,0.04180372506,660.9994507,-8.950445772E-005,660.9994507,0.04556360096,660.9994507,0.001102094422,660.9994507,0.02578074671,660.9994507,0.0004134403425,660.9994507,0.02728260681,660.9994507,0.001940027578,660.9994507,0.03715481609,660.9994507,0.001167809241,660.9994507,0.0338242054,660.9994507,0.03074057959,660.9994507,0.002556214575,660.9994507,0.02891272679,660.9994507,0.0009837965481,660.9994507,0.0270457007,660.9994507,0.0003359485709,660.9994507,0.03596479818,
659.9869385,0.0006512354012,659.9869385,0.000917331432,659.9869385,0.03629669547,659.9869385,0.0002509334008,659.9869385,0.04265179113,659.9869385,0.0005385807599,659.9869385,0.04698231071,659.9869385,0.001496012905,659.9869385,0.02711656317,659.9869385,0.0005709795514,659.9869385,0.02775399201,659.9869385,0.002291116631,659.9869385,0.03747828305,659.9869385,0.00190334057,659.9869385,0.03434306011,659.9869385,0.03093703277,659.9869385,0.002474981127,659.9869385,0.03002393804,659.9869385,0.001308589592,659.9869385,0.02814213932,659.9869385,0.0008949710755,659.9869385,0.03598819673,
659.0101929,-0.0003083477204,659.0101929,0.0004763558682,659.0101929,0.03565248847,659.0101929,0.0002604650508,659.0101929,0.04259071127,659.0101929,0.0001979692315,659.0101929,0.04682263359,659.0101929,0.0009293939802,659.0101929,0.02649968676,659.0101929,-2.112243601E-005,659.0101929,0.0277630426,659.0101929,0.0009104053024,659.0101929,0.03754954413,659.0101929,0.0006452208618,659.0101929,0.03445049003,659.0101929,0.03019742295,659.0101929,0.001430845703,659.0101929,0.02865305915,659.0101929,0.0001848392567,659.0101929,0.02837301232,659.0101929,0.0002540156129,659.0101929,0.03581319749,
657.9970093,0.0001281285513,657.9970093,0.0006377806421,657.9970093,0.03650063649,657.9970093,0.001186004491,657.9970093,0.04330896214,657.9970093,0.000642732135,657.9970093,0.0487013422,657.9970093,0.001421236433,657.9970093,0.02716610767,657.9970093,0.0008176267729,657.9970093,0.02841219865,657.9970093,0.002448037034,657.9970093,0.03909417614,657.9970093,0.001837228425,657.9970093,0.0347773321,657.9970093,0.0305734314,657.9970093,0.00215646904,657.9970093,0.03044996597,657.9970093,0.0007127074641,657.9970093,0.02821925841,657.9970093,0.0002907190355,657.9970093,0.03747083619,
656.9835205,-0.0008521061973,656.9835205,0.0006951023825,656.9835205,0.03583332524,656.9835205,0.0003770115145,656.9835205,0.04346486181,656.9835205,-0.0001987069991,656.9835205,0.04945208505,656.9835205,0.0004028689291,656.9835205,0.02731157839,656.9835205,0.0002179886651,656.9835205,0.02792527527,656.9835205,0.0008650380769,656.9835205,0.0380576998,656.9835205,0.000689139124,656.9835205,0.03406343982,656.9835205,0.03023202904,656.9835205,0.002452332294,656.9835205,0.02948267385,656.9835205,0.0001992382167,656.9835205,0.02806641534,656.9835205,2.826839773E-005,656.9835205,0.03659910709,
656.0059204,-0.0008776822942,656.0059204,-0.0001455582969,656.0059204,0.03707152978,656.0059204,-0.0003282135585,656.0059204,0.04355442151,656.0059204,-0.0003765293513,656.0059204,0.04966845363,656.0059204,0.0005216306308,656.0059204,0.0272366032,656.0059204,-0.0002304792724,656.0059204,0.0284095183,656.0059204,0.001747214585,656.0059204,0.03809301928,656.0059204,0.0003807164321,656.0059204,0.03565552458,656.0059204,0.02994131111,656.0059204,0.001641680719,656.0059204,0.02967043966,656.0059204,0.0006988100358,656.0059204,0.02789894119,656.0059204,-3.370222475E-005,656.0059204,0.03597509116,
654.9917603,0.0005275138537,654.9917603,0.0005282395869,654.9917603,0.03776514158,654.9917603,0.0003657155903,654.9917603,0.04539349675,654.9917603,0.0008946338785,654.9917603,0.05073174089,654.9917603,0.001097345259,654.9917603,0.0281549003,654.9917603,-0.0001794044656,654.9917603,0.02964319475,654.9917603,0.00161029317,654.9917603,0.03849049658,654.9917603,0.0006599202752,654.9917603,0.03526394442,654.9917603,0.03149962425,654.9917603,0.00209232117,654.9917603,0.03047528863,654.9917603,0.0006564463256,654.9917603,0.0283162836,654.9917603,0.001238050987,654.9917603,0.03738898039,
654.0136108,0.0002477217058,654.0136108,0.0009406786412,654.0136108,0.03793273494,654.0136108,0.000553198799,654.0136108,0.04580007121,654.0136108,0.0003492644464,654.0136108,0.0519345887,654.0136108,0.001045419602,654.0136108,0.02772341855,654.0136108,0.000612635049,654.0136108,0.02945533022,654.0136108,0.001965458272,654.0136108,0.03901640326,654.0136108,0.0007668754552,654.0136108,0.03588994592,654.0136108,0.0303173475,654.0136108,0.001826986205,654.0136108,0.03043777682,654.0136108,0.0009305872954,654.0136108,0.02964031324,654.0136108,0.0005872317124,654.0136108,0.03789449111,
652.9988403,9.470119403E-005,652.9988403,0.0004602892732,652.9988403,0.03863194585,652.9988403,0.001268892316,652.9988403,0.0451640822,652.9988403,-8.365539543E-005,652.9988403,0.05191364139,652.9988403,0.001139310887,652.9988403,0.02800928615,652.9988403,0.0004185188445,652.9988403,0.03016598336,652.9988403,0.002201893367,652.9988403,0.03977670521,652.9988403,0.001225927845,652.9988403,0.0359768644,652.9988403,0.03134025261,652.9988403,0.001803669264,652.9988403,0.03057759628,652.9988403,0.001598055824,652.9988403,0.02990501001,652.9988403,0.0009062289027,652.9988403,0.03799836338,
651.9839478,-0.0002800476504,651.9839478,0.001358599402,651.9839478,0.03807578236,651.9839478,0.0002027862356,651.9839478,0.04653186724,651.9839478,5.850622983E-005,651.9839478,0.05318966508,651.9839478,0.0009642347577,651.9839478,0.02847314067,651.9839478,0.0005541059654,651.9839478,0.0300414972,651.9839478,0.001085303957,651.9839478,0.03993545473,651.9839478,0.001226498978,651.9839478,0.03656063974,651.9839478,0.0321338512,651.9839478,0.002406959888,651.9839478,0.03061673231,651.9839478,0.001129759941,651.9839478,0.03017206118,651.9839478,0.001003618701,651.9839478,0.03937028348,
651.0048828,-1.159675867E-005,651.0048828,0.0006399322883,651.0048828,0.038377285,651.0048828,0.0009786596056,651.0048828,0.04723617807,651.0048828,7.253853983E-005,651.0048828,0.0530798696,651.0048828,0.001341097872,651.0048828,0.0291005224,651.0048828,0.001132926205,651.0048828,0.03011329286,651.0048828,0.002169086365,651.0048828,0.04049801081,651.0048828,0.00104508223,651.0048828,0.0369714573,651.0048828,0.03133324161,651.0048828,0.002696117386,651.0048828,0.03170619532,651.0048828,0.001263336628,651.0048828,0.03057684749,651.0048828,0.000965090876,651.0048828,0.03876174986,
649.9891968,-0.0002023293637,649.9891968,0.0001447525719,649.9891968,0.03885430843,649.9891968,0.0009980404284,649.9891968,0.04791029915,649.9891968,-0.0002971727517,649.9891968,0.05358600616,649.9891968,0.001382230083,649.9891968,0.0287955422,649.9891968,0.000822761911,649.9891968,0.03000524268,649.9891968,0.002150641754,649.9891968,0.04057471454,649.9891968,0.0009781665867,649.9891968,0.037062224,649.9891968,0.03090131469,649.9891968,0.001806112705,649.9891968,0.03125718236,649.9891968,0.001215985627,649.9891968,0.02988157794,649.9891968,0.002271964215,649.9891968,0.03968848661,
649.0095825,0.0008516286034,649.0095825,0.0005185983609,649.0095825,0.03904016688,649.0095825,-1.915519351E-005,649.0095825,0.04731145129,649.0095825,0.0002420235687,649.0095825,0.0545658581,649.0095825,0.0007451970596,649.0095825,0.02846631408,649.0095825,0.001544433529,649.0095825,0.03079523519,649.0095825,0.001842869562,649.0095825,0.04224829376,649.0095825,0.001545784413,649.0095825,0.03672337532,649.0095825,0.03078592569,649.0095825,0.002451525303,649.0095825,0.03134180978,649.0095825,0.001219801605,649.0095825,0.03071668558,649.0095825,0.001065374236,649.0095825,0.03916380182,
647.9933472,0.0003838514094,647.9933472,0.0004494057503,647.9933472,0.03953691199,647.9933472,0.0001356118737,647.9933472,0.04736055434,647.9933472,2.982166006E-005,647.9933472,0.05414337292,647.9933472,0.001327180304,647.9933472,0.02889513038,647.9933472,0.0007984614349,647.9933472,0.02987348102,647.9933472,0.001122986083,647.9933472,0.04100166634,647.9933472,0.0007322060992,647.9933472,0.03661840037,647.9933472,0.0309155751,647.9933472,0.001828519977,647.9933472,0.03072182462,647.9933472,0.001042669057,647.9933472,0.03053907678,647.9933472,0.001193506061,647.9933472,0.03990256786,
647.0131226,0.0001571303583,647.0131226,0.0003862350131,647.0131226,0.03881000727,647.0131226,2.850138662E-005,647.0131226,0.04813807458,647.0131226,0.0005551167997,647.0131226,0.05408687145,647.0131226,0.001526275184,647.0131226,0.02855051123,647.0131226,0.0005697613233,647.0131226,0.0305942893,647.0131226,0.002284376649,647.0131226,0.04169811308,647.0131226,0.0006845241296,647.0131226,0.03713583946,647.0131226,0.0303855259,647.0131226,0.00219361973,647.0131226,0.03184918314,647.0131226,0.0008008214063,647.0131226,0.03058404103,647.0131226,0.001026711194,647.0131226,0.0390554592,
645.9962769,-0.0004825051874,645.9962769,0.0009136997396,645.9962769,0.03833040595,645.9962769,-0.0004744893522,645.9962769,0.04827335477,645.9962769,0.0003573474532,645.9962769,0.0541062206,645.9962769,0.001018849202,645.9962769,0.02890069224,645.9962769,0.0003560261976,645.9962769,0.03077622876,645.9962769,0.00213846704,645.9962769,0.04146004841,645.9962769,0.0005649920786,645.9962769,0.03742193431,645.9962769,0.03112662397,645.9962769,0.001837202464,645.9962769,0.03135249391,645.9962769,0.0009929032531,645.9962769,0.03050305694,645.9962769,0.0001153373014,645.9962769,0.03915091231,
645.015564,0.0004990315647,645.015564,0.0003075306304,645.015564,0.03963686898,645.015564,0.000468529819,645.015564,0.04902020097,645.015564,4.6778463E-005,645.015564,0.05442942306,645.015564,0.001928196987,645.015564,0.02952024341,645.015564,0.000550425495,645.015564,0.03043533303,645.015564,0.001417262945,645.015564,0.04160112888,645.015564,0.0009599540499,645.015564,0.03740734607,645.015564,0.0309294723,645.015564,0.00214174483,645.015564,0.03255338967,645.015564,0.0008380379295,645.015564,0.03094601259,645.015564,0.0008090943447,645.015564,0.03962294385,
643.9981079,-0.0001740223815,643.9981079,-6.207011756E-005,643.9981079,0.03980711475,643.9981079,-8.469063323E-005,643.9981079,0.04799823835,643.9981079,0.0001332555257,643.9981079,0.05387140065,643.9981079,0.0004980986123,643.9981079,0.02939480543,643.9981079,0.0002997852862,643.9981079,0.03036051244,643.9981079,0.001268243301,643.9981079,0.04149872437,643.9981079,0.0007785967318,643.9981079,0.03823654354,643.9981079,0.03029977717,643.9981079,0.002006025286,643.9981079,0.03216568381,643.9981079,0.0004109010915,643.9981079,0.03042753041,643.9981079,-0.0001968958095,643.9981079,0.03972947225,
643.0167236,0.0005002755206,643.0167236,0.001000712859,643.0167236,0.04101961479,643.0167236,0.0002613457036,643.0167236,0.04895720258,643.0167236,0.000387245469,643.0167236,0.05429159477,643.0167236,0.0007956605987,643.0167236,0.02909999713,643.0167236,0.000651702052,643.0167236,0.03040220961,643.0167236,0.001987301512,643.0167236,0.04360041022,643.0167236,0.0005508401664,643.0167236,0.03775675595,643.0167236,0.03088669479,643.0167236,0.002450015396,643.0167236,0.03230550513,643.0167236,0.0008647528011,643.0167236,0.03138240799,643.0167236,9.920635785E-005,643.0167236,0.04077256843,
641.9987183,0.000720797223,641.9987183,-0.0001729356009,641.9987183,0.04019074515,641.9987183,0.0001631899213,641.9987183,0.04868064076,641.9987183,0.0003779701365,641.9987183,0.05516562983,641.9987183,0.00166454725,641.9987183,0.0299568139,641.9987183,0.0002084838488,641.9987183,0.03117879666,641.9987183,0.001699758926,641.9987183,0.04262680188,641.9987183,0.001299502328,641.9987183,0.03844818473,641.9987183,0.03061301075,641.9987183,0.002124341903,641.9987183,0.03213075548,641.9987183,0.001311341883,641.9987183,0.03042153455,641.9987183,-0.0002873944468,641.9987183,0.04055786133,
641.0167236,-0.0001621711999,641.0167236,0.0001742734166,641.0167236,0.04036732018,641.0167236,1.198536847E-005,641.0167236,0.04885438457,641.0167236,5.715998122E-005,641.0167236,0.05411449075,641.0167236,0.0003079969028,641.0167236,0.02961506508,641.0167236,-0.0001317913557,641.0167236,0.03119915724,641.0167236,0.001786643756,641.0167236,0.0422417298,641.0167236,0.001227459405,641.0167236,0.03860582784,641.0167236,0.0313475132,641.0167236,0.002086468739,641.0167236,0.0328418389,641.0167236,0.001021366101,641.0167236,0.03151971847,641.0167236,0.001115044579,641.0167236,0.04103978723,
