BLANK,,BM3_wthEME_2IN1000,,BM3_wtheme_5in1000,,BM3_wtheme_10in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
584.026062,-0.0002530392667,584.026062,0.01317725796,584.026062,0.02023148909,584.026062,0.04387329891,
582.9848022,-0.0003465783375,582.9848022,0.0156382937,582.9848022,0.02093360759,582.9848022,0.04510899633,
581.9432373,0.0004227941681,581.9432373,0.01611820795,581.9432373,0.02209711634,581.9432373,0.04745196179,
581.0502319,-0.0002227692748,581.0502319,0.01678227447,581.0502319,0.02433279157,581.0502319,0.04908650741,
580.0081787,-0.000336852856,580.0081787,0.01740410924,580.0081787,0.02401023731,580.0081787,0.05023856461,
578.9658203,0.0001186774898,578.9658203,0.01878442615,578.9658203,0.02548780479,578.9658203,0.05298522487,
578.0721436,0.0004607816227,578.0721436,0.01802537963,578.0721436,0.02679796517,578.0721436,0.05462159961,
577.0292969,-0.0003542343911,577.0292969,0.0185161531,577.0292969,0.02673175186,577.0292969,0.05534557626,
575.9862061,0.0008935444057,575.9862061,0.01947779022,575.9862061,0.0279060062,575.9862061,0.05770152807,
574.9428101,-0.0003272306349,574.9428101,0.02054630779,574.9428101,0.02846874483,574.9428101,0.05964822322,
574.0482178,-0.0003200914362,574.0482178,0.02196533419,574.0482178,0.02981231362,574.0482178,0.06068041176,
573.0043335,0.0005806737463,573.0043335,0.02272835933,573.0043335,0.03026444465,573.0043335,0.06167546287,
571.960144,-0.0004138746881,571.960144,0.0217092149,571.960144,0.03057934716,571.960144,0.06257684529,
571.0649414,-0.000137122217,571.0649414,0.02225787193,571.0649414,0.03150193393,571.0649414,0.06249436364,
570.0202637,7.124403055E-5,570.0202637,0.02132260986,570.0202637,0.0310125649,570.0202637,0.06266666949,
568.9753418,0.0007385329809,568.9753418,0.02167402953,568.9753418,0.03129865974,568.9753418,0.06326450408,
567.9301147,-0.0003788053291,567.9301147,0.02150103077,567.9301147,0.03074474633,567.9301147,0.06254790723,
567.0339966,-0.000490624283,567.0339966,0.0213147793,567.0339966,0.0306689553,567.0339966,0.06222918257,
565.9882813,-0.0002813928295,565.9882813,0.02017353661,565.9882813,0.02997392789,565.9882813,0.06202868372,
564.9423218,2.935568045E-5,564.9423218,0.02050047182,564.9423218,0.03050488979,564.9423218,0.06245622411,
564.0455933,-0.001310749212,564.0455933,0.01985026337,564.0455933,0.02964391559,564.0455933,0.06045497954,
562.9990845,0.0002195426059,562.9990845,0.02043925412,562.9990845,0.02965203486,562.9990845,0.06129841134,
561.9523926,-0.0005102749565,561.9523926,0.0191847384,561.9523926,0.02856726386,561.9523926,0.06029473245,
561.0549927,-0.0002066244051,561.0549927,0.02072913572,561.0549927,0.02920311689,561.0549927,0.06008918211,
560.0077515,0.000638791651,560.0077515,0.02129485086,560.0077515,0.02848814987,560.0077515,0.06035011634,
558.9602661,0.0001006821985,558.9602661,0.01931770705,558.9602661,0.02943098173,558.9602661,0.05995126814,
558.0621948,-0.0001918244234,558.0621948,0.01904875413,558.0621948,0.02813186496,558.0621948,0.05993670598,
557.0142212,-0.0001055501489,557.0142212,0.01875609905,557.0142212,0.02867407352,557.0142212,0.05913921818,
555.9659424,0.0001468241389,555.9659424,0.01974690147,555.9659424,0.02879886143,555.9659424,0.05986969918,
555.0672607,0.0003972983104,555.0672607,0.01924496703,555.0672607,0.02819948085,555.0672607,0.05923720449,
554.0185547,-0.001273739035,554.0185547,0.01830036938,554.0185547,0.02703311108,554.0185547,0.05894823745,
552.9695435,-0.0005329238484,552.9695435,0.01936128177,552.9695435,0.02874841169,552.9695435,0.0603373535,
552.0701904,-1.573838381E-5,552.0701904,0.01932769455,552.0701904,0.02850174904,552.0701904,0.061156746,
