BLANK,,Workingstovck,,Workingstovck1,,Workingstovck2,,Workingstovck3,,NewWorkingstock,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
661.0119629,-0.000320350111,661.0119629,0.02477985434,661.0119629,0.03962061927,661.0119629,0.02035292424,661.0119629,0.009708638303,661.0119629,0.04281456769,
659.9925537,0.0004334956175,659.9925537,0.02501676045,659.9925537,0.03926848993,659.9925537,0.01990616694,659.9925537,0.01013757754,659.9925537,0.04293811321,
658.9729004,-0.0002250460675,658.9729004,0.02536404692,658.9729004,0.03983736038,658.9729004,0.02074344456,658.9729004,0.009319131263,658.9729004,0.04285630956,
657.9529419,-0.001389714424,657.9529419,0.0244148504,657.9529419,0.03886772692,657.9529419,0.01946926117,657.9529419,0.009474590421,657.9529419,0.04279511422,
656.9326172,-0.0001555985655,656.9326172,0.02453362755,656.9326172,0.03959932178,656.9326172,0.01990473084,656.9326172,0.009611923248,656.9326172,0.04327506945,
656.0578613,-0.001423412119,656.0578613,0.02445729636,656.0578613,0.03891059011,656.0578613,0.02012917586,656.0578613,0.009161374532,656.0578613,0.04284325242,
655.0369873,-0.001180192921,655.0369873,0.02398104966,655.0369873,0.03925075382,655.0369873,0.01965659298,655.0369873,0.009520230815,655.0369873,0.04324644431,
654.0158081,-0.0006502344622,654.0158081,0.02426566742,654.0158081,0.03938794136,654.0158081,0.01986882463,654.0158081,0.009614702314,654.0158081,0.04464422166,
652.9943237,0.0006270222948,652.9943237,0.02507917397,652.9943237,0.04072989151,652.9943237,0.02102714404,652.9943237,0.01024249289,652.9943237,0.04455216974,
651.9725342,-0.001023411634,651.9725342,0.02453951538,651.9725342,0.03919893131,651.9725342,0.01956085861,651.9725342,0.009194660932,651.9725342,0.04325594008,
650.9504395,0.0001021321514,650.9504395,0.02542299777,650.9504395,0.04162599891,650.9504395,0.02150032483,650.9504395,0.01079725195,650.9504395,0.04440072551,
649.9280396,-0.001443278743,649.9280396,0.02477703057,649.9280396,0.03946427628,649.9280396,0.01996988431,649.9280396,0.009789779782,649.9280396,0.04362980649,
649.0514526,-0.001200483646,649.0514526,0.023851512,649.0514526,0.03940970823,649.0514526,0.01975440606,649.0514526,0.008808335289,649.0514526,0.04323317483,
648.0284424,-0.001212977688,648.0284424,0.02420410886,648.0284424,0.04021198675,648.0284424,0.02056232095,648.0284424,0.009507557377,648.0284424,0.04449133947,
647.005188,-0.001361639588,647.005188,0.02525195852,647.005188,0.04033970833,647.005188,0.02113317326,647.005188,0.01084804814,647.005188,0.04539395496,
645.9815674,-9.442174633E-5,645.9815674,0.02599481121,645.9815674,0.04144071043,645.9815674,0.02137038298,645.9815674,0.01084159873,645.9815674,0.04574340954,
644.9577026,0.0003200943756,644.9577026,0.02554759569,644.9577026,0.04093706235,644.9577026,0.02114437148,644.9577026,0.01102051698,644.9577026,0.04588036239,
643.9334717,-0.0009004670428,643.9334717,0.02549203113,643.9334717,0.04007484764,643.9334717,0.02113412507,643.9334717,0.01019409951,643.9334717,0.04518505186,
643.0553589,0.0006506909849,643.0553589,0.02608488128,643.0553589,0.04104565084,643.0553589,0.02201282419,643.0553589,0.01176480204,643.0553589,0.04603226855,
642.0306396,-0.0003383530711,642.0306396,0.02504593693,642.0306396,0.04007368535,642.0306396,0.02131396346,642.0306396,0.01029266696,642.0306396,0.04532062262,
641.0055542,-0.001242559287,641.0055542,0.02524548396,641.0055542,0.03980246186,641.0055542,0.02082987875,641.0055542,0.01033834089,641.0055542,0.0451554656,
639.9801636,-2.174366819E-5,639.9801636,0.02551734261,639.9801636,0.04004856199,639.9801636,0.02092757635,639.9801636,0.01101292297,639.9801636,0.04659376293,
638.9545288,-0.0005113091902,638.9545288,0.02492123656,638.9545288,0.04020795226,638.9545288,0.02134118043,638.9545288,0.01022560988,638.9545288,0.04636371508,
637.9285278,-5.772187433E-5,637.9285278,0.02486939915,637.9285278,0.04092892632,637.9285278,0.0212546438,637.9285278,0.0105716344,637.9285278,0.04631460831,
